2022-02-14T12:59:56.997691529+09:00,3512
2022-02-14T13:00:06.998865540+09:00,5020
2022-02-14T13:00:17.001277632+09:00,5020
2022-02-14T13:00:27.002875936+09:00,5020
2022-02-14T13:00:37.004715830+09:00,5868
2022-02-14T13:00:47.005841232+09:00,5868
2022-02-14T13:00:57.008719969+09:00,5868
2022-02-14T13:01:07.009792093+09:00,5868
2022-02-14T13:01:17.011830046+09:00,5868
2022-02-14T13:01:27.014010491+09:00,5868
2022-02-14T13:01:37.016492408+09:00,5868
2022-02-14T13:01:47.017819966+09:00,5916
2022-02-14T13:01:57.019717814+09:00,5916
2022-02-14T13:02:07.021198291+09:00,5916
2022-02-14T13:02:17.023068356+09:00,5916
2022-02-14T13:02:27.025436291+09:00,5916
2022-02-14T13:02:37.027364934+09:00,5916
2022-02-14T13:02:47.028586978+09:00,5916
2022-02-14T13:02:57.030271541+09:00,5916
2022-02-14T13:03:07.031801547+09:00,5916
2022-02-14T13:03:17.034525631+09:00,5916
2022-02-14T13:03:27.035695289+09:00,5916
2022-02-14T13:03:37.037175966+09:00,5916
2022-02-14T13:03:47.038851266+09:00,5916
2022-02-14T13:03:57.041608812+09:00,6596
2022-02-14T13:04:07.045564771+09:00,3960
2022-02-14T13:04:17.047054551+09:00,5812
2022-02-14T13:04:27.051014745+09:00,6060
2022-02-14T13:04:37.052937494+09:00,4376
2022-02-14T13:04:47.055135498+09:00,4376
2022-02-14T13:04:57.057069976+09:00,6208
2022-02-14T13:05:07.058975296+09:00,3736
2022-02-14T13:05:17.061298425+09:00,5212
2022-02-14T13:05:27.063014645+09:00,5620
2022-02-14T13:05:37.066766620+09:00,6044
2022-02-14T13:05:47.068917471+09:00,4004
2022-02-14T13:05:57.070631705+09:00,5920
2022-02-14T13:06:07.072309539+09:00,5940
2022-02-14T13:06:17.073802118+09:00,5976
2022-02-14T13:06:27.075797522+09:00,6012
2022-02-14T13:06:37.077687384+09:00,3980
2022-02-14T13:06:47.078670138+09:00,5896
2022-02-14T13:06:57.080129196+09:00,5896
2022-02-14T13:07:07.082496742+09:00,5896
2022-02-14T13:07:17.084082124+09:00,5896
2022-02-14T13:07:27.085605438+09:00,6896
2022-02-14T13:07:37.087847326+09:00,4576
2022-02-14T13:07:47.090437207+09:00,6968
2022-02-14T13:07:57.092944913+09:00,3880
2022-02-14T13:08:07.095729929+09:00,5576
2022-02-14T13:08:17.097477074+09:00,5576
2022-02-14T13:08:27.099725039+09:00,5576
2022-02-14T13:08:37.104095632+09:00,6036
2022-02-14T13:08:47.106673296+09:00,4192
2022-02-14T13:08:57.107915175+09:00,5764
2022-02-14T13:09:07.110661729+09:00,6996
2022-02-14T13:09:17.115936636+09:00,4168
2022-02-14T13:09:27.118100926+09:00,4168
2022-02-14T13:09:37.120247134+09:00,4168
